#t	density_B	P_survival
10	1.26758	1
12.5893	1.18077	1
15.8489	1.08444	1
19.9526	0.998523	1
25.1189	0.906423	1
31.6228	0.840483	1
39.8107	0.777092	1
50.1187	0.712611	1
63.0957	0.656986	1
79.4328	0.607128	1
100	0.557005	0.999601
125.893	0.51304	0.998703
158.489	0.469627	0.994411
199.526	0.429852	0.986727
251.189	0.393269	0.967465
316.228	0.358121	0.942216
398.107	0.325559	0.903493
501.187	0.296423	0.853493
630.957	0.267299	0.793613
794.328	0.240008	0.725549
1000	0.217304	0.650599
1258.93	0.193144	0.573752
1584.89	0.172158	0.495908
1995.26	0.15184	0.423353
2511.89	0.136637	0.362774
3162.28	0.118448	0.304491
3981.07	0.104657	0.253194
5011.87	0.0839333	0.202595
6309.57	0.0682752	0.157485
7943.28	0.0514658	0.117365
10000	0.0356974	0.0827345
12589.3	0.0238266	0.0531936
15848.9	0.0132286	0.0309381
19952.6	0.00710103	0.0161677
25118.9	0.00322285	0.00718563
31622.8	0.00140344	0.00329341
39810.7	0.000798403	0.00169661
50118.7	3.07978e-05	9.98004e-05
63095.7	0	0
